movie_id,user_id,rating,date
44,184705,3,2004-11-16
105,884944,3,2005-06-25
122,1004481,2,2003-06-23
58,1532336,2,2004-08-26
28,2040676,3,2005-09-02
12,1556831,3,2004-08-03
16,1240794,4,2005-04-14
47,1912542,1,2002-09-10
44,924960,5,2002-11-06
58,408636,3,2005-10-04
18,2291170,4,2002-12-17
111,1658662,2,2004-04-13
143,1386513,4,2001-07-23
28,186445,3,2005-01-12
58,306569,3,2004-09-03
111,1374197,2,2004-03-05
55,958634,2,2003-07-19
28,491513,4,2004-11-13
30,706264,4,2004-07-18
78,2076631,3,2004-10-25
45,1174530,3,2003-10-13
89,2555055,3,2003-11-10
18,2519865,5,2003-02-14
48,1494683,2,2003-10-23
35,462171,2,2003-10-09
30,2541385,5,2004-04-04
24,1110156,2,2003-04-24
143,684531,3,2003-03-05
77,987078,4,2005-01-24
118,1405485,3,2004-12-06
58,2121765,4,2004-11-05
26,735078,1,2004-11-29
58,1629801,5,2005-03-11
30,399637,1,2005-02-22
46,589682,3,2002-10-03
58,943256,2,2004-09-03
30,1586533,1,2004-06-14
16,2413272,3,2005-08-22
30,605082,5,2004-06-21
57,448879,4,2005-10-17
118,2634348,2,2000-07-13
33,1009622,3,2004-04-23
83,2239209,2,2003-06-28
78,306569,3,2000-02-04
57,2237185,4,2003-04-24
129,2167703,1,2004-03-11
44,845991,4,2005-01-20
108,480305,3,2004-07-27
30,1458854,3,2004-07-23
57,502274,5,2005-10-14
97,589847,3,2003-11-18
126,2134425,5,2005-05-05
43,507603,1,2005-11-20
33,2091625,5,2004-12-06
118,938764,5,2004-07-15
77,1089664,2,2003-12-03
53,1489224,1,2005-04-07
118,902413,3,2004-05-31
16,226048,4,2004-10-22
57,1718526,2,2002-05-16
83,243304,4,2005-06-04
122,400440,4,2004-05-21
44,637473,3,2001-02-07
8,1114324,4,2005-03-17
123,1526365,3,2005-12-24
46,1002780,3,2002-06-04
108,1001129,2,2004-09-07
28,505967,3,2004-10-09
48,317504,5,2005-11-08
76,1831361,3,2004-12-22
113,387418,3,2005-06-19
77,1084999,3,2002-03-13
32,986794,3,2005-10-04
45,458177,4,2004-03-30
40,2389860,4,2005-06-19
127,2466682,3,2002-10-26
108,465885,3,2005-11-08
125,1233297,3,2005-01-23
131,1403217,2,2004-06-20
8,1512836,3,2005-04-20
125,1745107,4,2005-03-18
111,973313,3,2004-04-12
118,2466682,4,2005-02-13
97,1385895,4,2004-04-08
77,1640132,2,2005-10-10
28,2088813,3,2004-11-22
77,520286,2,2004-02-24
58,223423,3,2004-02-19
58,2340119,4,2004-09-27
127,1808930,3,2005-07-26
107,188190,5,2003-06-03
148,245808,5,2005-01-30
33,1814516,5,2005-01-02
6,910244,4,2005-08-25
30,1393159,3,2004-07-22
117,1573062,1,2005-05-18
77,1275094,3,2000-05-24
58,520704,3,2005-03-19
30,1984978,1,2004-09-10
33,1241893,5,2005-06-30
18,1742759,3,2005-01-09
71,2554745,4,2003-06-25
18,1757328,3,2005-09-29
14,199257,3,2005-07-25
28,708047,5,2005-08-25
111,2050911,2,2004-04-13
55,2341389,3,2000-10-10
73,1910320,1,2004-11-24
44,823101,3,2003-07-09
55,1769206,5,2005-06-10
33,322178,1,2005-02-18
83,981753,3,2003-12-16
83,2204746,5,2004-11-08
18,133670,4,2004-02-21
145,1587792,4,2005-04-27
28,812796,3,2005-02-25
125,1418521,3,2004-05-31
28,709817,1,2003-02-13
83,520286,4,2004-02-24
58,1855590,5,2005-06-30
44,2265316,4,2005-10-27
109,1473980,3,2005-08-24
133,2407154,4,2005-06-24
108,2021943,4,2004-08-18
1,16272,4,2005-01-20
46,798296,3,2002-09-07
30,945258,3,2004-11-21
43,2406094,5,2003-10-28
55,700049,3,2001-08-06
103,2598028,1,2005-12-08
30,566016,3,2004-07-19
28,464774,3,2003-01-06
122,1110156,2,2003-07-18
48,508584,3,2005-08-20
77,1167767,3,2004-05-22
58,2521955,3,2005-07-12
128,1628484,5,2004-02-15
3,2105602,5,2004-11-16
56,900899,3,2004-09-28
83,1503647,3,2004-01-29
118,911828,2,2005-06-14
18,1845415,2,2001-10-27
79,2430041,4,2003-02-14
28,1600960,5,2005-02-09
45,2144655,5,2004-12-10
88,2625420,2,2004-05-13
108,1023101,3,2004-07-19
102,1880039,3,2005-02-14
44,50400,4,2004-11-26
125,686204,4,2004-08-27
58,1147370,3,2005-05-10
28,1983863,5,2003-11-14
47,1431356,5,2005-02-13
18,1473980,3,2005-08-19
55,2518947,1,2004-05-31
58,998104,4,2005-06-12
45,2434480,3,2005-01-25
122,1828803,2,2003-05-02
111,1146649,4,2005-03-17
118,1096082,4,2005-01-30
30,320314,5,2005-02-07
77,268719,4,2005-10-16
28,17864,4,2003-11-08
30,2466682,4,2004-05-05
47,867311,4,2005-05-13
24,2237185,4,2002-10-04
83,2351276,2,2001-12-08
26,2124351,4,2004-07-16
108,575714,3,2004-10-06
77,2535586,5,2005-09-22
58,504051,4,2003-08-07
44,1205174,3,2005-02-01
143,2637886,5,2002-11-26
83,2291170,3,2002-11-24
28,1687642,4,2005-02-14
127,54040,2,2003-08-26
18,2025883,3,2005-02-13
28,486798,5,2004-09-26
79,1852040,2,2004-02-27
5,769702,1,2005-02-26
30,1519073,4,2004-06-15
30,560960,5,2004-06-21
58,1172676,2,2004-09-03
122,1240794,3,2004-08-11
142,2474661,2,2001-10-05
83,2186820,3,2005-10-25
113,2198123,1,2005-06-13
118,508584,2,2005-08-22
30,2333850,5,2004-05-18
30,2295594,3,2004-08-30
115,305344,1,2003-10-02
33,491331,1,2005-02-13
83,778615,4,2003-12-03
83,465885,3,2003-04-15
44,1290148,3,2001-12-14
122,1028463,3,2004-02-06
78,1908103,4,2000-09-29
143,520704,4,2003-07-20
58,1696308,5,2005-05-13
46,14690,4,2000-08-16
77,1725226,3,2003-09-19
18,1251664,3,2003-11-09
118,1167767,4,2005-01-08
118,485601,4,2005-05-13
44,2243435,3,2003-07-08
125,2537543,5,2005-04-05
127,361886,2,2005-04-23
97,2043149,4,2005-07-13
118,360412,5,2005-12-26
111,1463088,2,2005-12-13
28,926054,5,2002-12-14
76,2068909,4,2005-03-23
110,2442646,4,2004-03-19
125,1977612,4,2005-04-08
78,75976,3,2005-04-01
28,401315,3,2004-11-11
33,2543231,2,2005-07-20
83,828654,3,2002-10-16
143,400440,5,2004-02-26
143,2626336,5,2003-12-08
55,1026933,3,2003-11-23
143,461075,4,2004-08-30
122,447759,5,2005-09-07
28,2633357,3,2005-04-03
78,1983493,2,2005-10-28
138,2248543,5,2004-06-09
12,1192459,3,2002-07-05
8,438674,3,2005-04-28
17,731988,3,2005-11-22
58,1262684,4,2005-03-29
99,1457134,3,2003-04-04
28,524142,4,2004-05-26
108,306466,2,2004-08-09
134,798296,1,2002-11-24
16,213704,4,2001-08-08
143,1532399,4,2000-01-16
90,1107588,2,2004-01-24
15,2446249,3,2005-01-23
107,306466,2,2001-10-19
16,2138793,4,2004-05-10
46,306466,4,2001-03-15
83,491513,4,2004-05-01
57,2433610,4,2004-10-06
57,496436,1,2003-07-12
46,1615548,3,2002-02-10
77,2390291,3,2000-09-07
24,1602973,2,2003-01-15
30,831920,5,2004-07-08
143,2045846,4,2003-04-17
8,2316337,4,2005-04-21
30,204178,3,2004-07-16
45,1268699,3,2005-02-03
45,1640271,2,2000-07-01
44,1800459,3,2005-01-27
58,2266083,5,2004-11-26
108,411512,3,2004-08-24
81,1818059,4,2004-08-19
103,1567970,4,2005-05-31
44,2118461,4,2005-09-13
73,2457720,4,2005-11-04
81,4315,4,2004-10-28
28,1290148,3,2003-05-12
126,1855590,4,2005-08-09
83,1643961,4,2002-07-31
28,1977209,4,2003-10-24
125,302425,5,2005-01-05
52,1403217,3,2004-08-24
79,958634,3,2005-06-12
33,2340119,4,2004-04-01
106,922551,3,2005-05-18
35,71594,2,2004-11-26
118,383442,2,2001-01-03
28,1201695,5,2002-12-16
108,1331154,4,2004-08-13
24,2296108,3,2002-10-26
111,49890,3,2004-06-15
18,2096352,4,2005-04-08
83,2418086,3,2005-01-24
44,948109,3,2002-11-12
83,1620735,5,2002-10-09
148,1333,2,2004-02-20
73,634388,4,2005-07-23
17,1457006,2,2005-07-07
47,377937,1,2004-03-02
89,1169361,2,2003-07-16
44,2120970,3,2005-08-22
16,2035541,4,2004-05-12
18,1772901,4,2003-07-11
142,968808,4,2001-07-13
49,502274,5,2005-11-10
32,1328954,5,2005-10-10
30,1048629,3,2004-11-27
102,315894,3,2005-06-13
36,2578541,3,2005-04-06
1,411705,4,2004-05-11
77,1187749,3,2004-11-15
108,1797525,4,2004-06-24
118,983097,3,2004-11-22
79,1407746,3,2004-04-07
143,1877590,5,2005-12-16
58,383404,1,2004-09-03
60,798296,1,2003-02-11
68,2340119,3,2004-07-03
46,1454142,4,2001-10-05
143,1070519,4,2005-06-15
24,922922,3,2004-08-26
44,1385895,5,2002-04-05
30,1561134,3,2004-04-08
89,1181609,3,2004-08-04
33,1105029,2,2004-12-30
39,1461435,1,2003-02-12
111,1867238,4,2005-04-26
143,1844442,4,2004-06-05
28,1922925,4,2003-04-02
58,979155,4,2005-02-22
143,2152273,3,2003-03-04
44,1982465,3,2000-10-11
58,428653,5,2005-06-15
48,952156,2,2004-05-29
33,2234943,4,2005-02-05
28,2124351,3,2003-04-08
8,306311,5,2004-09-13
58,199257,3,2005-04-04
143,1144139,4,2003-04-18
143,182203,4,2003-05-22
46,1602973,4,2001-09-20
64,387418,3,2003-08-21
118,269689,4,2005-02-05
122,2535512,3,2005-03-10
16,2519299,4,2004-04-14
33,1452669,2,2004-01-03
133,491331,4,2005-05-17
77,2407154,2,2004-09-21
77,185495,4,2002-08-18
118,1515113,4,2004-12-29
58,2093105,3,2005-01-10
63,1531029,1,2005-01-19
107,394194,4,2001-10-22
26,212479,4,2005-08-25
108,511847,3,2004-06-29
143,1200256,4,2004-05-05
45,1404811,3,2000-12-30
119,305344,3,2003-05-17
5,1793530,4,2004-12-15
122,2502112,4,2004-12-25
18,316155,3,2003-11-06
84,933819,3,2004-01-14
76,1049142,5,2005-09-29
127,353820,4,2004-11-04
83,1862392,4,2002-10-08
77,1478117,4,2005-07-24
46,151004,1,2002-03-03
118,501823,5,2005-08-11
111,1279821,3,2004-04-13
6,2444873,1,2004-07-15
28,165060,3,2004-02-05
44,732775,3,2000-04-04
148,1823259,1,2001-12-09
78,2459229,2,2002-11-08
143,584100,4,2004-11-20
129,1627955,2,2004-05-12
73,452299,5,2005-08-16
18,1925832,3,2003-05-20
118,1669116,3,2005-11-03
96,411705,4,2004-04-23
90,206893,4,2005-11-16
118,749353,2,2004-07-01
61,2291306,1,2004-09-13
45,12812,3,2004-12-21
143,1573062,4,2004-01-17
52,2595820,5,2004-10-04
58,385553,4,2005-12-03
30,1339784,3,2004-06-26
118,888450,2,2000-09-17
108,2130859,2,2004-09-06
78,1057992,1,2001-09-13
19,682963,3,2005-06-21
95,1172676,1,2002-11-24
58,732955,3,2005-02-08
83,1218225,4,2002-08-22
47,675283,3,2003-09-22
129,1854658,3,2005-08-29
122,1532735,3,2005-04-24
104,625067,4,2002-10-10
58,545026,4,2004-09-03
122,2203809,4,2003-08-08
77,1060658,2,2004-11-28
26,1710643,3,2004-07-18
121,1664010,4,2005-10-17
118,2151468,2,2005-05-14
8,2112089,3,2005-05-19
125,1675194,1,2005-11-17
95,2418086,3,2004-12-29
36,1635449,1,2005-01-10
35,1204323,2,2004-08-10
65,1380915,2,2005-08-05
78,717338,4,2003-10-25
113,834131,5,2005-08-14
138,929308,2,2005-01-11
110,1240130,3,2004-12-23
111,713326,3,2004-11-29
18,2209153,4,2004-10-20
28,1507291,5,2003-03-24
111,200427,5,2004-10-13
68,1564191,1,2005-02-28
21,803330,4,2004-11-07
44,133060,2,2000-12-10
46,1945809,3,2001-03-31
79,1300759,4,2004-09-14
6,1634480,3,2004-07-09
30,960023,4,2004-04-04
3,712664,5,2004-02-01
127,114130,1,2005-11-27
58,1806515,4,2005-07-17
108,860520,3,2004-12-16
77,1039555,3,2002-09-10
25,376277,4,2005-06-14
95,1449810,3,2003-09-17
77,320856,1,2005-01-11
25,1973951,3,2005-09-21
73,2179335,5,2005-07-31
12,93325,4,2002-09-18
143,483851,3,2002-07-31
58,2339135,4,2005-09-21
118,1078644,5,2004-12-21
78,605082,3,2002-03-21
88,2496042,5,2005-10-24
56,1477153,4,2005-01-23
44,57186,4,2001-11-06
77,1977959,4,2002-08-29
55,50214,4,2004-10-30
5,1317671,2,2005-11-25
30,901167,4,2005-02-11
118,654591,3,2005-03-12
28,2490507,5,2004-10-03
148,2161899,2,2002-06-26
118,2043109,4,2005-10-11
98,2474661,4,2005-03-02
83,50123,4,2002-08-04
79,2523426,3,2005-06-18
8,504620,1,2005-07-15
138,651230,1,2005-05-26
83,990533,3,2004-06-23
46,1405941,4,2000-06-25
87,1001129,2,2005-03-03
77,862040,3,2000-08-03
117,1300759,4,2004-10-13
125,1782185,3,2004-06-16
92,721369,3,2005-07-14
143,532653,5,2000-01-08
118,2627190,4,2005-11-16
108,1986034,3,2004-06-20
58,2458372,5,2005-02-27
39,151153,3,2004-08-21
77,2315012,5,2005-02-17
8,900899,5,2005-03-21
77,2218735,3,2003-12-23
78,512303,3,2002-07-09
128,2606799,2,2005-05-16
111,823101,2,2005-07-27
28,1456579,5,2002-12-19
55,2089924,4,2005-07-01
77,320314,1,2000-09-27
33,125687,5,2005-01-23
78,1532433,1,2002-01-11
10,651142,3,2003-07-28
138,2499884,3,2005-09-21
28,1086481,1,2004-01-15
58,1580673,3,2005-08-25
46,580231,3,2000-03-05
45,388514,4,2003-10-15
143,2508428,5,2005-02-02
5,1452454,5,2005-06-15
58,1659398,3,2005-05-17
96,582829,5,2005-12-27
118,642090,4,2001-05-31
118,1274035,5,2005-01-07
143,1120721,3,2001-06-14
108,2291306,2,2004-02-19
1,1547173,3,2005-11-18
30,306569,4,2004-05-11
90,2364377,3,2005-12-09
26,2272654,3,2004-09-23
33,1919269,5,2003-12-01
125,953110,5,2005-09-20
30,1974838,4,2004-06-06
5,2520933,1,2005-01-30
118,2090015,4,2005-01-21
108,230966,3,2004-07-01
16,2604976,2,2004-05-30
90,1556831,4,2005-02-06
84,627312,3,2002-12-18
84,2554745,3,2003-03-29
122,2220732,4,2004-03-07
143,785992,3,2004-05-11
89,929407,2,2003-07-25
28,1205174,5,2004-10-25
118,675283,5,2005-06-14
28,2341389,4,2003-05-22
44,428688,2,2002-03-20
28,1276913,5,2003-09-08
12,2126168,3,2003-05-12
28,1720861,4,2003-02-21
113,2284890,4,2005-03-12
55,1750785,3,2001-05-22
83,2552315,2,2002-09-03
12,782611,1,2002-04-27
26,50214,2,2004-08-16
33,752670,5,2005-12-02
45,1466323,3,2003-09-28
127,2356870,3,2002-11-07
67,1181550,2,2003-10-07
125,32885,3,2005-01-23
112,1639792,1,2003-02-12
81,908205,3,2003-10-29
111,166041,4,2005-09-07
117,80354,3,2005-09-20
79,1648347,3,2005-07-19
30,75976,5,2005-03-07
58,598757,5,2005-01-21
30,2432893,4,2004-06-19
83,1722187,5,2003-07-23
83,945258,3,2002-08-15
111,458143,5,2004-07-28
30,71743,2,2004-04-05
71,128040,3,2003-05-25
97,2365141,4,2003-03-24
143,2127108,3,2005-01-23
5,507603,1,2005-04-23
21,1977959,4,2004-07-29
28,2469479,4,2005-01-04
108,935230,4,2004-10-31
111,317504,4,2005-06-15
135,1385788,3,2005-06-29
33,1628403,4,2005-03-13
28,1573228,4,2002-12-04
45,1642678,3,2005-09-05
60,1639792,1,2002-05-31
26,2386274,3,2004-09-20
143,1002780,3,2003-01-08
138,29875,4,2005-12-20
39,1917540,1,2002-10-31
77,2647197,4,2005-01-25
104,2299152,3,2003-10-27
78,675468,2,2000-12-17
44,230112,2,2004-06-29
116,2118461,5,2005-10-27
143,1571988,2,2004-12-21
125,1602973,3,2005-07-20
29,873713,1,2004-10-25
50,1166912,2,2003-05-26
18,1825647,3,2002-12-21
18,21983,5,2002-11-21
45,297901,2,2004-02-15
3,61765,4,2005-11-12
143,1204323,3,2003-01-10
77,2147714,2,2000-08-14
57,399693,4,2001-07-18
118,456367,3,2002-09-25
30,1753201,3,2004-05-20
12,1519692,3,2003-06-24
138,1098765,4,2005-08-21
97,1403217,2,2005-06-08
111,1049142,4,2005-04-06
85,200098,4,2005-09-11
111,699988,3,2005-11-29
55,863227,3,2005-08-17
35,684531,2,2004-11-01
16,702085,3,2005-07-23
78,2219287,2,2001-05-29
58,2418086,3,2005-05-12
78,3998,4,2000-03-16
55,1555531,2,2003-04-11
77,716874,4,2005-06-26
30,1139570,4,2004-05-27
8,1365840,4,2005-09-26
83,748141,4,2004-12-30
30,1662724,5,2004-07-08
108,1612558,3,2005-04-13
17,2424839,3,2005-09-19
44,242681,3,2003-07-16
26,1295097,3,2005-10-17
58,516110,4,2004-11-24
28,789894,4,2003-07-17
143,242681,3,2003-07-11
30,890573,3,2005-04-06
136,2118461,3,2005-12-19
1,652324,3,2004-04-15
143,584437,4,2004-11-20
77,442234,3,2003-07-11
58,1649068,5,2005-01-13
79,2048858,1,2005-09-22
118,2513157,4,2005-06-26
88,21823,3,2005-03-15
48,512303,3,2002-09-10
90,93325,5,2002-11-03
92,2457095,1,2004-11-01
68,1093671,4,2005-02-24
83,1916555,5,2004-04-15
117,2356870,4,2003-04-15
33,2093105,1,2004-01-03
135,427186,4,2005-07-15
26,935732,3,2005-10-23
138,272299,4,2005-11-02
138,2533480,1,2004-05-21
97,1691893,4,2005-10-30
79,1337699,3,2005-07-04
58,720503,3,2005-05-07
47,2141037,2,2003-02-16
77,1298190,4,2004-08-21
143,1018901,4,2001-06-21
148,2595888,3,2005-12-11
143,101842,4,2005-01-03
143,2046091,2,2002-08-01
76,289162,3,2005-07-31
126,1580481,3,2005-10-16
110,56854,3,2002-09-23
30,784305,4,2004-04-10
30,2260788,3,2004-06-30
143,1227322,2,2003-07-10
47,1629801,3,2005-06-24
48,596995,4,2003-06-05
69,21364,1,2005-05-26
118,2404142,3,2004-08-25
30,100943,3,2004-06-09
18,1875008,2,2003-05-23
118,2499884,4,2005-11-17
77,475881,2,2000-10-08
125,841955,3,2005-06-29
110,438340,3,2003-12-29
83,2625420,4,2004-01-23
83,1519692,4,2005-08-27
97,1461435,1,2003-03-10
111,1147370,2,2004-03-04
143,1068610,5,2005-04-18
122,908205,3,2004-02-02
91,752642,1,2005-02-27
131,1284016,2,2003-03-11
18,2629599,4,2004-08-04
47,1639792,1,2002-03-14
25,1397082,4,2004-08-03
118,108360,3,2001-08-10
105,387418,2,2004-11-14
83,2126215,2,2005-04-05
26,1279821,4,2004-07-14
108,122019,2,2005-03-29
79,2640760,3,2005-05-20
83,2343417,4,2005-05-05
118,2583311,4,2005-05-20
58,756299,3,2005-07-19
48,303948,4,2004-09-14
125,975229,3,2004-05-18
47,466669,1,2003-12-29
109,230112,1,2004-07-03
83,1397082,2,2004-02-29
136,2083367,3,2002-11-13
17,322009,3,2005-07-22
8,444566,3,2005-03-29
57,110288,4,2003-07-10
30,439729,3,2004-04-01
108,946380,3,2005-06-28
77,1520052,2,2005-02-27
111,1648347,3,2004-04-26
18,2487901,2,2004-12-03
58,467885,3,2005-09-15
30,864647,4,2004-12-19
9,1806515,3,2005-09-24
81,1099833,5,2005-10-31
58,49585,3,2005-04-28
45,530670,2,2001-01-28
30,518137,4,2005-09-18
17,2607300,3,2005-07-28
117,835265,2,2004-08-16
16,823557,2,2001-12-07
57,1897386,4,2002-11-27
143,2087093,4,2004-02-24
58,1125516,2,2004-09-03
18,2002123,4,2003-06-16
80,1380915,3,2004-08-05
33,1672832,4,2004-07-14
77,876661,2,2005-09-13
143,586694,4,2002-11-05
45,1570999,4,2003-02-24
111,33430,4,2004-10-26
16,798296,1,2002-11-15
77,68979,4,2003-09-24
55,753231,4,2004-03-16
118,1168926,3,2005-01-20
47,363868,3,2004-06-19
109,1731102,3,2004-07-25
138,2322355,4,2004-11-26
25,1871161,2,2005-02-23
44,779492,2,2002-04-08
30,531010,3,2004-05-13
83,2607155,1,2002-10-15
58,745235,2,2004-09-03
28,1579340,5,2005-02-01
73,655385,4,2005-09-21
46,1484157,3,2000-03-13
58,1565175,4,2004-12-24
83,1204865,4,2005-08-25
46,2341389,3,2000-10-06
30,502274,3,2005-10-12
103,722591,4,2005-08-20
58,1865329,5,2004-11-28
32,1403217,3,2005-08-23
58,2234943,5,2005-04-26
78,1986937,3,2001-08-07
45,1868998,2,2004-12-11
118,901520,3,2005-01-04
30,2640550,5,2004-04-04
3,1825647,4,2003-02-14
125,1951144,3,2004-04-23
108,1979820,4,2005-01-22
125,1837276,4,2005-06-29
97,1454142,4,2003-04-06
26,2479320,4,2004-07-19
77,2582726,4,2004-08-25
8,2555055,5,2005-07-17
122,2296108,2,2005-04-19
93,2374782,3,2005-10-24
148,864618,2,2005-06-27
18,888450,2,2000-09-17
18,1351769,5,2000-09-07
97,2267322,1,2004-10-18
30,847232,4,2004-04-28
28,1454142,4,2003-01-21
125,2598028,3,2005-09-08
115,1639792,1,2004-04-29
114,1146649,3,2004-04-29
145,1664010,4,2005-10-13
127,2035994,3,2003-09-22
110,441361,4,2005-10-11
142,1792064,4,2004-12-15
143,1865249,3,2004-04-17
58,441361,4,2005-09-12
28,1115828,2,2004-10-04
108,1594764,5,2005-12-23
48,2267322,1,2003-10-10
113,492714,4,2004-10-02
35,10251,4,2004-05-14
46,1777406,3,2002-10-23
133,874550,4,2004-12-01
79,1072585,3,2002-06-26
16,1784150,2,2005-04-06
104,1477153,3,2004-02-08
143,412439,5,2003-04-11
18,712405,3,2000-08-31
118,1273429,4,2005-08-02
58,443193,3,2004-09-03
143,603543,4,2004-11-01
73,1584985,5,2005-07-18
131,1086481,1,2004-03-18
32,348960,1,2005-09-09
72,2349702,3,2002-07-22
125,2145441,4,2005-07-28
143,57186,3,2001-08-11
118,1556831,3,2005-09-12
133,2365226,5,2004-11-13
28,1777917,3,2003-09-11
39,507603,1,2005-10-06
32,2495584,3,2005-07-30
127,121699,4,2003-10-08
46,1456270,3,2002-02-18
118,2406094,5,2000-02-16
30,1605122,4,2004-10-05
30,596550,5,2005-04-03
94,1455446,5,2005-10-15
133,1993836,4,2005-05-27
133,1667288,4,2005-09-22
77,1988735,3,2002-04-28
17,2160334,4,2005-09-10
25,2607433,4,2004-09-07
23,1241893,5,2005-06-20
138,2496042,4,2005-12-20
44,2588755,3,2005-05-18
58,1819462,2,2005-04-22
113,351328,5,2005-09-07
76,1153562,5,2005-02-15
83,2299517,5,2003-10-31
48,1309838,5,2005-04-19
118,2143500,2,2004-12-11
118,2534832,5,2004-12-26
16,900096,3,2004-04-03
30,1383426,4,2004-06-26
46,279966,5,2004-01-11
44,354344,4,2002-02-15
26,542907,3,2004-07-27
19,1466382,4,2004-11-12
44,92394,3,2000-10-11
5,2540684,5,2005-03-13
113,2282041,3,2004-08-06
55,1247574,1,2004-01-16
78,1532336,2,2003-11-07
28,428688,4,2003-03-16
58,1891779,3,2005-01-28
48,47411,3,2004-06-03
58,2391686,3,2005-06-13
58,2025463,3,2004-12-23
90,647979,4,2004-02-22
77,10374,3,2001-01-01
68,2407154,5,2005-06-13
79,1673185,3,2002-11-22
83,2183302,3,2004-05-26
142,1563429,1,2002-09-10
30,465885,4,2004-04-15
55,683254,3,2002-04-22
44,1828966,3,2002-02-16
78,1708281,2,2002-04-09
79,1556831,3,2005-12-20
74,442222,3,2005-01-19
58,876370,4,2005-11-07
48,2184630,3,2004-05-05
30,2511278,4,2004-10-05
18,770133,3,2004-11-09
138,1295471,2,2004-08-21
8,2418086,5,2005-04-17
104,555528,4,2003-05-21
111,2506048,3,2004-03-29
131,1704223,3,2004-03-24
122,1116290,3,2003-12-28
111,2606799,2,2005-03-01
55,8200,3,2004-09-13
143,1268699,4,2004-06-27
76,1179117,2,2005-01-20
104,2081789,5,2002-07-28
18,1177340,4,2004-06-09
73,504620,3,2005-07-17
118,2186820,3,2005-11-15
18,1470123,5,2003-07-18
83,2640550,3,2002-11-27
57,2351402,3,2003-04-02
133,638020,3,2005-06-23
79,315168,5,2005-10-23
18,1385011,3,2005-01-23
30,2336079,3,2004-07-06
83,2237988,4,2004-09-20
18,1213178,4,2005-10-28
26,1913414,5,2005-04-20
30,16273,4,2004-05-22
117,2250323,4,2005-09-11
46,2218735,5,2004-11-03
125,1766397,4,2004-05-17
30,989704,1,2005-02-06
47,2145575,3,2005-04-28
77,534237,4,2005-08-10
77,1375880,4,2003-08-27
58,1169361,4,2005-01-11
83,2125035,3,2002-10-26
77,418339,1,2005-01-19
108,723448,4,2005-03-24
58,2081789,3,2004-09-04
78,1351769,3,2000-09-07
46,2169283,3,2002-05-09
58,596550,4,2005-05-22
103,825831,3,2005-06-10
117,1477153,3,2004-01-27
108,942523,4,2004-06-17
28,2492108,4,2003-03-26
58,1652105,2,2005-03-01
78,962151,3,2000-03-11
104,1637213,4,2005-09-14
5,1932594,2,2005-01-22
111,1998055,3,2005-05-16
46,752642,3,2001-06-16
107,507921,4,2002-10-10
133,305344,1,2004-10-20
125,2096352,3,2005-03-03
8,2337634,3,2005-08-02
12,2051278,4,2005-02-24
77,1696308,5,2004-03-05
52,1580032,3,2004-09-26
30,2041854,4,2005-04-29
58,962151,4,2004-09-03
58,1737149,5,2004-08-25
24,684876,1,2004-03-30
24,2316337,4,2002-12-17
44,2073563,5,2004-06-29
58,1215709,4,2003-11-01
76,908205,3,2004-09-28
58,10947,3,2005-07-09
143,1044160,4,2004-10-26
118,1458854,3,2004-12-08
127,386947,3,2003-10-06
12,2188684,4,2005-12-17
30,2597077,4,2004-08-27
113,227469,4,2005-06-06
78,2619718,2,2000-09-09
77,1161915,3,2001-06-04
143,1313714,3,2004-11-07
114,1878798,5,2000-08-08
71,71743,4,2003-12-30
18,1416836,1,2005-07-03
83,603277,4,2000-07-03
24,361327,3,2004-07-30
138,2337634,3,2005-09-24
3,1857639,4,2005-09-15
58,2088599,2,2004-09-03
83,1582952,3,2002-08-28
28,2270619,5,2005-05-07
131,151004,1,2004-05-06
118,587812,3,2005-06-12
148,800136,3,2001-08-29
143,641719,2,2004-03-18
76,2226510,4,2004-11-23
32,1057021,3,2005-08-06
44,1771252,3,2002-12-17
28,1675183,4,2003-03-26
58,1172958,3,2005-03-26
18,1659398,4,2005-05-18
77,894205,3,2005-12-01
44,793754,4,2005-01-10
29,334643,2,2002-07-24
118,1766397,5,2004-12-26
125,1290593,5,2004-12-16
83,2102846,3,2005-09-16
58,2341658,3,2004-01-30
138,1034714,1,2004-06-16
16,2255880,3,2002-11-15
57,2103314,4,2001-06-24
95,550883,1,2004-01-20
138,542848,5,2005-03-04
77,2387990,3,2004-09-30
84,848193,4,2003-05-05
3,1788346,1,2003-05-19
30,185495,3,2004-05-01
46,1581343,1,2000-01-18
120,523779,2,2004-05-10
46,1194911,3,2001-11-28
143,1294471,3,2002-11-23
63,1204865,3,2005-08-25
30,286684,2,2004-04-04
28,2333850,4,2003-02-13
58,1887657,4,2004-09-27
111,2121379,4,2004-04-28
44,2008854,3,2000-09-13
84,2238060,5,2004-08-16
41,104724,2,2002-10-27
83,2239227,4,2005-01-12
28,1080872,5,2005-01-03
146,97608,2,2005-03-28
112,1932594,1,2004-07-19
30,2613898,1,2005-12-25
35,702085,3,2005-07-23
32,2424839,4,2005-10-18
77,2550838,4,2004-07-24
30,2208519,5,2005-04-04
77,1744594,2,2005-09-29
58,595778,4,2003-12-22
35,2495043,5,2005-07-29
83,415672,5,2004-06-01
16,871675,3,2004-01-06
44,73103,5,2004-11-25
125,2606799,4,2005-03-01
8,486152,3,2005-08-23
125,1461435,1,2005-04-19
44,303948,4,2005-02-08
